category,contents,language,lectureLink,lectureName,lecturer,level,numOfLectures,price,rating,siteIdx,subCategory,thumbnail,totalDuration,type
,김진형 (지능정보기술원 원장),ko,http://www.kocw.net/home/cview.do?cid=060e588e5191eb7a,제4차산업혁명과 대한민국 인공지능의 미래,김진형,,1,0,0,15,,http://www.kocw.net/home/common/contents/thumbnail/07/t1212222.jpg,unknown,on
,김봉태(한국전자통신연구원 미래전략연구소장),ko,http://www.kocw.net/home/cview.do?cid=30f72e2daf542c72,제4차산업혁명과 대한민국 ICT기술의 미래,김봉태,,1,0,0,15,,http://www.kocw.net/home/common/contents/thumbnail/07/t1212220.jpg,unknown,on
,"데이터구조란 무엇인지 설명하고, Abstract data type을 이해한다.,데이터구조란 무엇인지 설명하고, Abstract data type을 이해한다.,데이터구조란 무엇인지 설명하고, Abstract data type을 이해한다.,재귀함수, 재귀호출을 이용한 피보나츠 수열계산과 하노이탐,재귀함수, 재귀호출을 이용한 피보나츠 수열계산과 하노이탐,재귀함수, 재귀호출을 이용한 피보나츠 수열계산과 하노이탐,배열, 구조체, 포인터, 동적할당,배열, 구조체, 포인터, 동적할당,배열, 구조체, 포인터, 동적할당,선형리스트개요와 구현,선형리스트개요와 구현,선형리스트개요와 구현,선형리스트의 추가, 삭제, 삽입,선형리스트의 추가, 삭제, 삽입,선형리스트의 추가, 삭제, 삽입,더블링크드리스트 개요와 구현,더블링크드리스트 개요와 구현,더블링크드리스트 개요와 구현,더블링크드리스트 개요와 구현,더블링크드리스트 개요와 구현,스택개요와 구현,스택개요와 구현,스택개요와 구현,스택개요와 구현,스택개요와 구현,큐 개요와 구현,큐 개요와 구현,큐 개요와 구현,큐 개요와 구현,이진검색트리의 개요,이진검색트리의 개요,이진검색트리의 개요,이진검색트리의 개요,이진검색트리를 구현하고, 삽입 및 삭제 동작을 함수로 만든다.,이진검색트리를 구현하고, 삽입 및 삭제 동작을 함수로 만든다.,이진검색트리를 구현하고, 삽입 및 삭제 동작을 함수로 만든다.,이진검색트리를 이용하여 데이터를 저장하고 추출하는 예를 구현한다.,이진검색트리를 이용하여 데이터를 저장하고 추출하는 예를 구현한다.,이진검색트리를 이용하여 데이터를 저장하고 추출하는 예를 구현한다.,힙이 무엇인지 설명한다.,힙이 무엇인지 설명한다.,힙이 무엇인지 설명한다.,힙이 무엇인지 설명한다.,힙이 무엇인지 설명한다.,배열을 이용하여 힙을 구현하고, 데이터 추가와 추출 함수를 배운다.,배열을 이용하여 힙을 구현하고, 데이터 추가와 추출 함수를 배운다.,배열을 이용하여 힙을 구현하고, 데이터 추가와 추출 함수를 배운다.,정렬을 위한 4가지 알고리즘과 그 구현을 배운다.,정렬을 위한 4가지 알고리즘과 그 구현을 배운다.,정렬을 위한 4가지 알고리즘과 그 구현을 배운다.,정렬을 위한 4가지 알고리즘과 그 구현을 배운다.,정렬을 위한 4가지 알고리즘과 그 구현을 배운다.,정렬을 위한 4가지 알고리즘과 그 구현을 배운다.,정렬을 위한 4가지 알고리즘과 그 구현을 배운다.,정렬을 위한 4가지 알고리즘과 그 구현을 배운다.,해싱에 대해 배우고 이를 구현하는 방법을 알아본다.,해싱에 대해 배우고 이를 구현하는 방법을 알아본다.,해싱에 대해 배우고 이를 구현하는 방법을 알아본다.,해싱에 대해 배우고 이를 구현하는 방법을 알아본다.",ko,http://www.kocw.net/home/cview.do?cid=0e838e41cf369c2f,데이터구조,전경구,,59,0,5,15,,http://www.kocw.net/home/common/contents/thumbnail/07/t1210945.jpg,unknown,on
,"case문, directory 내 파일선택하여 지우기",ko,http://www.kocw.net/home/cview.do?cid=07094ba5b099d8b9,유닉스시스템,이대성,,1,0,0,15,,http://www.kocw.net/home/common/contents/thumbnail/07/t1210926.jpg,unknown,on
,"데이타통신 소개,데이타통신정의, 네트워크구분, 표준화,데이타통신정의, 네트워크구분, 표준화,프로토콜 및 계층화, 각 계층별 기능,프로토콜 및 계층화, 각 계층별 기능,데이터와 신호, 아날로그신호, 디지털신호, 전송손상, 전송속도,데이터와 신호, 아날로그신호, 디지털신호, 전송손상, 전송속도,데이터와 신호, 아날로그신호, 디지털신호, 전송손상, 전송속도,디지털 데이터를 디지털신호로 변환, 아날로그데이터를 디지털데이터로 변환,디지털 데이터를 디지털신호로 변환, 아날로그데이터를 디지털데이터로 변환,디지털 데이터를 아날로그신호로 변환, 아날로그데이터를 아날로그신호로 변환,디지털 데이터를 아날로그신호로 변환, 아날로그데이터를 아날로그신호로 변환,다중화, 대역확산,다중화, 대역확산,유선전송매체, 무선전송매체,유선전송매체, 무선전송매체,유선전송매체, 무선전송매체,회선교환망, 패킷교환망,회선교환망, 패킷교환망,데이타링크계층 기능 및 세부 계층,오류검출 및 정정 방식,오류검출 및 정정 방식,데이타링크계층 프로토콜,데이타링크계층 프로토콜,데이타링크계층 프로토콜,임의접근, 제어접근,임의접근, 제어접근,이더넷프로토콜,이더넷프로토콜,정화망, 비동기전달모드,정화망, 비동기전달모드,정화망, 비동기전달모드,무선랜과 가상랜,무선랜과 가상랜,연결장치,연결장치",ko,http://www.kocw.net/home/cview.do?cid=a08240e7aaaa6667,데이타통신,남윤석,,36,0,4.3,15,,http://www.kocw.net/home/common/contents/thumbnail/07/t1210517.jpg,unknown,on
,"C언어를 배우기 전에 필요한 사항에 대하여 공부한다.,Visual Studio 설치 및 사용법(1),C 프로그래밍 개요,데이터 형 선언 및 정의 / 변수와 상수,연산자의 우선순위,연산자의 종류(1),연잔자의 종류(3),데이터 출력함수(1),데이터 입력함수(1),데이터 입력함수(2),정적변수, 외부변수, 레지스터변수,제어문과 기본 선행처리기,반복문,분기문,배열의 기능 / 2차원 배열,사용자 정의 함수(1),포인터 변수,구조체와 구조체 변수,공용체,문자열 조작 함수,파일 입출력 함수(3)",ko,http://www.kocw.net/home/cview.do?cid=6772015a66d7dfa0,프로그래밍 언어 및 실습,양현호,,21,0,0,15,,http://www.kocw.net/home/common/contents/thumbnail/07/t1209182.jpg,unknown,on
,,ko,http://www.kocw.net/home/cview.do?cid=1ec861ab3302229f,e-비즈니스,김은희,,0,0,0,15,,http://www.kocw.net/home/common/contents/thumbnail/07/t1208656.jpg,unknown,on
,,ko,http://www.kocw.net/home/cview.do?cid=a7ec7fe2239a05c5,소프트웨어와 코딩실습,정민영,,0,0,0,15,,http://www.kocw.net/home/common/contents/thumbnail/07/t1208575.jpg,unknown,on
,,ko,http://www.kocw.net/home/cview.do?cid=45047d4e5503c0de,엑셀로 배우는 통계,이철승,,0,0,4,15,,http://www.kocw.net/home/common/contents/thumbnail/07/t1208481.jpg,unknown,on
,,ko,http://www.kocw.net/home/cview.do?cid=5d5b75e4175e2043,데이터와 정보사회,황의철,,0,0,0,15,,http://www.kocw.net/home/common/contents/thumbnail/07/t1208441.jpg,unknown,on
,"IT프로젝트의 목표
이해관계자 및 요구사항 정의,프로젝트 이해관계자 개요
이해관계자의 요구사항 및 활동
요구사항의 특징 및 범위관리와의 연계성,비즈니스 환경 및 시스템
비기능적 요구사항
효율적 의사소통,전사 시스템의 이해
전사 업무의 분석 및 분류,요구사항 수집의 개요
요구사항 수집 방식
요구사항 수집 및 관리,이해관계자의 요구사항 문서화
문서의 프로젝트 활용,요구사항 상세화
요구사항관리,범위 정의 프로세스 
프로젝트 범위 개요,요구사항 식별
범위 명세화,명세화된 범위에 대한 상세한 정의
IT프로젝트의 전체 범위 기술서,WBS 개요
WBS 작성 방식 분류와 작성 절차,인도물 산출
작업분류체계(WBS) 작성,작업 단위 세분화
작업 성과와 통제 단위,요구사항과 인수 기준
인수물 검토,프로젝트 범위 검증
프로젝트 인수,IT프로젝트 인도물 인수
공식적 인수절차,인도물 인수 공식문서
인도물 인수 절차,프로젝트 종료 점검
인수인계 및 이슈 관리
미인수 인도물 변경 및 거부 사유 문서화,요구사항 변경관리 프로세스 
변경 수행 및 관리,변경관리 프로세스 
형상관리 프로세스,범위관리와 정성적 위험분석
위험관리,요구사항 변경 요청 발생 시 변경 영향도 분석
변경에 대한 의사결정,수용된 변경 요소 식별
수용된 변경 요소 이행,프로젝트 작업 통제
통합 변경 통제,프로젝트 작업 감시 및 통제
통합 변경 통제 프로세스,통합 변경 통제 수행
변경 내역 최종 확인,일정관리 및 제약사항
표준공정 및 프로세스
시스템의 개념,IT프로젝트 수행
IT프로젝트 통제,일정관리의 역할 및 필요성
분할(Decomposition)을 통한 구조화 
활동, 조직 및 자원의 구조화,활동의 선후관계 설정하기
수행해야 할 활동 구분 및 설정,활동 순서 데이터 프로세스 도구
활동 순서 배열 데이터 흐름 프로세스,인력의 생산성 추정
공정자원 할당 조정,인력과 시간 산정
활동 기간 산정,일정 개발의 개념 및 프로세스
일정 개발 분석,일정 단축과 자원운용 조정
일정 개발 프로세스 및 일정 표시,일정 예측
일정 개발,일정 통제 및 결과 취합
일정 통제 분석,일정 진척 통제
성과 측정 및 코스트 예측,일정 변경 
일정 진척 통제",ko,http://www.kocw.net/home/cview.do?cid=865a51816bd1883d,IT프로젝트 범위 및 일정관리,김두환,,39,0,1,15,,http://www.kocw.net/home/common/contents/thumbnail/07/t1208207.jpg,unknown,on
,"강의소개 - 명제, 한정자,술어와 한정자 - 중첩된 한정자 -추론규칙,증명기법및 정책,집합 과 연산                        함수,수열과 수열합,집합의 크기와 행렬                알고리즘,집합의 크기와 행렬                알고리즘,함수의 증가                         알고리즘 복잡도,함수의 증가                         알고리즘 복잡도,수학적 귀납법 과 강귀납법       순서화,재귀정의, 구조적 귀납법, 재귀 알고리즘,개수, 비둘기집 원리,순열과 조합 이항계수, 일반화된 순열과 조합,이산확률소개, 확률이론,그래프,그래프",ko,http://www.kocw.net/home/cview.do?cid=e825a2769270efda,이산수학,주태우,,16,0,0,15,,http://www.kocw.net/home/common/contents/thumbnail/07/t1207815.jpg,unknown,on
,"UML 소개
UML 다이어그램,소프트웨어 개발 분석의 이해
분석 모델
설계 모델로 변환하기
분석 명세서 작성,모델 상세화 개요
경계 클래스 모델 상세화
제어 클래스 모델 상세화
엔티티 클래스 모델 상세화
분석 유즈케이스 실현 모델
실용 지침,클래스 다이어그램 개요
클래스 다이어그램 상세화,정적 분석 모델 정합성 검증
분석 명세서 검토 
응용 소프트웨어 설계,설계 모델 정합성 검증
설계 단계 산출물 검증,동적 분석 상세화,동적 분석 상세화,동적 분석 모델 검증 절차 및 체크리스트
동적 모델 정합성 검증
설계 실무 실용 지침,바람직한 공통 모듈 설계
용어 표준화 및 코드 설계,애플리케이션 설계 원칙
정량적 평가,소프트웨어 디자인 패턴의 적용
전자정부 표준프레임워크 공통 컴포넌트,타 시스템 연동 상세 설계 및 명세
장애 예측 및 대응
전자정부 표준프레임워크 연계 설계",ko,http://www.kocw.net/home/cview.do?cid=2ea641903048965d,애플리케이션 설계,김승희,,13,0,0,15,,http://www.kocw.net/home/common/contents/thumbnail/07/t1207544.jpg,unknown,on
,"스크린디렉션과 V4 인터페이스,스크린 디렉션 연속과 마우스를 인풋 소스로 이미지를 이동하고 컬러를 지정,프레임 구성요소/텍스쳐 매핑 실습,영상을 구성하는 프레임/실시간 렌더러 실습,시간의 영화적 재현,영화적 음향,샷 크기와 편집점 고려 촬영,익스트림 클로즈업 기능과 의미,샷 편집,미디엄 샷의 종류와 활용,기존의 샷으로 편집 실습,에펙 실습,에펙 3D 텍스트",ko,http://www.kocw.net/home/cview.do?cid=1176894ca4ca9cd5,영화 기획 및 제작,임찬,,13,0,0,15,,http://www.kocw.net/home/common/contents/thumbnail/07/t1207397.jpg,unknown,on
,"understand node/patch/in out pin,types of real time renderer,how to import still and moving image,types of spreads,RMS definition and importing sound,spreads practice,image gallery using directory node,sound interactive image rotate gallery practice,hoe to use set and get slice,hoe to use tracking nide,intertactive projection mappimg,motor performance using arduino and V4,qeue and stack fuction to make oscillator,kinect interactive,time warf interactive moving image,save images using outer sensor",ko,http://www.kocw.net/home/cview.do?cid=6a2a6f45ef5ddba3,영화 기획 및 제작,임찬,,16,0,0,15,,http://www.kocw.net/home/common/contents/thumbnail/07/t1207366.jpg,unknown,on
,"player stage environment,강의 개요,Get axis through keybord input,변수의 개념,add circle collider component,객체의 Translation, Rotation,OOP의 개념및 클래스의 구조,particle effect on collide wall,PreFab을 이용한 총알 발사,키보드 입력,LabTest #1,add bullet sound to game object,카메라 제어,LabTest #2,monster character mecanim,Item 배치하기,following system visualization,monster idle/attack/follow/dead,monster reaction to collider,monster and player reaction interactive,monster and player reaction interactive2,UI design,Unity를 이용한 VR,change POV,change scene view from camera",ko,http://www.kocw.net/home/cview.do?cid=fd1ae86254b6eec5,디지털콘텐츠 기획,"임찬, 정기철",,25,0,0,15,,http://www.kocw.net/home/common/contents/thumbnail/07/t1207340.jpg,unknown,on
,"강좌에 대한 소개,강좌의 개발 환경 설정 방법,Visual Studio 2013 프로젝트 설정,수학 함수를 C 함수로 변환하는 방법,아규먼트와 파라미터의 차이를 이해,함수의 정의, 선언과 호출의 구분,함수도 선언해야 하는 이유,80/80 규칙에 대한 이해,시작하는 함수의 필요성,main()함수,소스 문자 집합의 파악,include """"""""와 include 의 차이,명령어가 #으로 시작하는 이유,문자열에 사용된 Esc절차,스트링에서의 특수 문자 표현,코딩 관례,들여쓰기,코드를 읽기 좋게 만들기,수를 표현하는 방법,보수를 이용한 음수의 표현,정수 오버플로우의 의미,언더 플로우의 의미,소스 관리의 필요성,Tortoise HG를 이용하여 소스 관리하기,실수를 표기하는 방법,float의 내부 표현의 이해,포인터의 개념1,l-value와 r-value,메모리의 구조와 주소,포인터의 개념2,주소 연산자,간접 지정 연산자,포인터의 개념3,스트링 표현식의 의미,포인터의 개념4,[] 연산자의 역할,문장과 표현식의 차이점 이해,값을 가지는 문장,복합 문장,while문장으로 반복문 구현,break와 continue의 역할,블록의 개념,여러 문장을 하나의 문장으로 만들기,기본 가감승제 연산자의 이해,할당 연산자,복합 할당 연산자의 이해,할당 연산자 주의 사항,sizeof연산자의 역할,콤마 연산자의 이해,논리 연산자의 이해,논리 연산자의 결과,형 변환 연산자의 이해,자동 형변환에 대한 이해,두 변수를 교환하는 Swap()의 구현,Swap()의 인자에 &를 사용하는 이유,스택 자료 구조,스택의 동작 이해,스택 메모리에 할당되는 변수,반복문의 이해,for문,while문,반복문의 응용,다양한 모양의 별표 출력하기,switch문장의 이해,if문과의 차이점,break의 역할,if와 switch문장의 차이점에 대한 이해,if에 변수를 선언하기,변수의 종류,지역 변수와 전역 변수,변수의 범위에 의한 구분,배열의 이해1,배열의 개념 이해,배열의 메모리 할당,배열의 이해2,배열의 이름의 의미,배열과 포인터의 개념,배열의 이해3,문자열 배열,strcpy()를 사용하는 이유,배열의 이해4,배열의 전달,배열타입의 정의,2차원 배열의 이해1,2차원 배열의 선언과 초기화,2차원 배열의 메모리 구조,2차원 배열의 이해2,2차원 배열의 이름의 의미,간접 지정 연산자의 사용,2차원 배열의 이해3,캐릭터의 2차원 배열,동적 메모리 할당의 이해1,동적 메모리 할당 함수,new와 delete,동적 메모리 할당의 이해2,동적 메모리 할당의 동작 이해,typedef를 이용하여 형 정의하기,enum으로 열거형 정의하기"",구조체의 이해1,다른 타입의 대표 이름,구조체의 선언,C와 C++의 구조체 차이,구조체의 이해2,멤버 변수 및 멤버 접근 연산자,구조체의 메모리 구조,구조체의 이해3,구조체의 헬퍼 함수,구조체의 이해4,구조체의 포인터,구조체의 이해5,구조체의 동적 할당,C++의 구조체,구조체의 이해6,this 포인터,링크드 리스트의 이해,링크드 리스트의 구현,함수 포인터의 개념 이해,함수 포인터의 응용,전처리 명령문의 이해1,매크로 상수,매크로 함수,전처리 명령문의 이해2,미러 정의된 매크로,컴파일러 변수,## 연산자,가변인자의 사용방법,가변인자의 내부 동작 이해,강좌를 마치며,재미있는 게임 만들기",ko,http://www.kocw.net/home/cview.do?cid=21afa5c6d632bfe3,논리적 사고를 위한 프로그래밍 언어,서진택,,129,0,0,15,,http://www.kocw.net/home/common/contents/thumbnail/07/t1207247.jpg,unknown,on
,"- 데이터 모델링의 필요성
- 모델링의 기본 원칙,- 데이터 모델의 목적
- 개체-관계 모델,- 객체 지향 개념
- 객체 지향 모델,- 전사 아키텍처의 정의
- 전사 아키텍처 프레임 워크,- 단계별 데이터 모델링
- 데이터 모델링의 기본 원칙,- 개념 데이터 모델
- 개념 데이터 모델의 역할,- 단계별 데이터 모델링
- 데이터 모델링의 기본 원칙,- 주제 영역 분류 기준
- 주제 영역 도출,- 개체의 개념
- 개체의 분류,- 후보 개체의 수집
- 후보 개체의 선정,- 핵심 개체의 정의
- 개체 타입 선정의 예,- 식별자의 의미
- 주식별자 지정,- 서브타입 개체
- 통합과 세분화,- 추상화와 범주화
- 개체와 집합,모델링의 기본 개념
데이터 모델링의 3단계,데이터 독립성
데이터 모델링의 3가지 요소,관계의 정의
관계의 차수와 선택성,관계 형태
특수한 관계,핵심 관계 정의 순서
핵심 관계 정의 사례,M:M / 1:1 관계 해소
관계 검토,E-R 다이어그램의 초기 표현법
다양한 E-R 다이어그램 표기법,바커 표기법의 구성요소
다양한 관계의 바커 표기법,IE 표기법
개념데이터모델 작성,ERD 모델링 순서
ERD 작성하기,개념 데이터모델의 품질
품질 검증 순서
데이터 참조 모델의 품질,표준 데이터와 모델 데이터
관리 데이터와 업무 데이터",ko,http://www.kocw.net/home/cview.do?cid=6576a55c32c6f9c8,데이터베이스 특론,민준기,,26,0,0,15,,http://www.kocw.net/home/common/contents/thumbnail/07/t1207191.jpg,unknown,on
,"Structure and pointer, Function, Typedef,Making class and generating object in C++ programming,Delete object(destructor), Access specifier, Inline function, Structures in C++ programming,Learn about object pointers and Arrays,Dynamic memory allocation in C++,this pointer, string, Summary and key problems,Making functions and referecing it in C++ programming,Reference in Functions, call by reference, Return of Reference,What is the class and object?,shallocw and deep copy, cons and pros of copy,Implement four examples completely,Properties of function overloading, Default Parameters,Make a function simple, properties of static member,Basic syntax, Use of Friend, Application of Friend,class Inheritance, Inheritance and Pointers,Member initialization and inheritance of private, protected, and public,Microsoft foundation class, properties of MPC, Make a MFC project,Virtual destructor,Concept of template, Template-properties,Rank: Overloading > Template, Generic class,STL : standard template library,significant distinction between, process of coding vs. product of coding",ko,http://www.kocw.net/home/cview.do?cid=d6d8aff56e89cd23,컴퓨터프로그래밍2,김원준,,22,0,5,15,,http://www.kocw.net/home/common/contents/thumbnail/07/t1207127.jpg,unknown,on
,"Introduction to Database Design,Overview of Database,Overview of Database,Relational Database,Relational Database,Relational Algebra,Rleational Algebra,About SQL(structured query language),About SQL(structured query language),About SQL(structured query language,About data modeling,About database design,About schema refinement and normal forms,About transaction management,About transaction management and data mining",ko,http://www.kocw.net/home/cview.do?cid=816bdd635551fcde,데이터베이스 설계,황병연,,15,0,3.5,15,,http://www.kocw.net/home/common/contents/thumbnail/07/t1207109.jpg,unknown,on
,,ko,http://www.kocw.net/home/cview.do?cid=d2671375e08af4f8,자동제어,이학성,,0,0,5,15,,http://www.kocw.net/home/common/contents/thumbnail/07/t1206456.jpg,unknown,on
,"교과목 소개,프로그래밍 개발 환경 소개 및 구축,폰 노이만 구조에 대한 이해,변수와 표준입출력,C 제어 구조,함수 (1),함수 (2),문자와 문자열,수식과 배열,변수의 속성, 자료형, 범위,포인터 변수, 변수의 주소, &, * 연산자, 포인터형 매개변수,포인터와 배열, 포인터 포인터,파일 I/O 함수, 문자 및 바이너리 모드,구조체, 구조체에 대한 포인터, ., -> 연산자,메모리 동적 할당의 필요성, 함수,문자 Array와 문자열, 2차원 배열,바이너리 파일 입출력,예제를 활용한 포인터 응용 학습 -1,예제를 활용한 포인터 응용 학습 -2",ko,http://www.kocw.net/home/cview.do?cid=df5bce8164e3ea9f,C 프로그래밍,김종덕,,19,0,0,15,,http://www.kocw.net/home/images/common/noImg.gif,unknown,on
,"반도체 결정구조, 고체내에서의 에너지레벨,반도체 도핑, 캐리어 전송메커니즘,비평형상태, PN 접합,PN다이오드 전류특성,금속과 반도체의 접합,금속-유전체-반도체 전계효과트랜지스터  1,금속-유전체-반도체 전계효과트랜지스터  2,금속-유전체-반도체 전계효과트랜지스터  3,금속-유전체-반도체 전계효과트랜지스터  4,금속-유전체-반도체 전계효과트랜지스터  5,금속-유전체-반도체 전계효과트랜지스터  6,금속-유전체-반도체 전계효과트랜지스터  7,중간고사 review, MOSFET I-V,MOSFET의 전류-전압 특성,MOSFET의 전류-전압 특성,MOSFET  I-V 2차 효과,MOSFET  I-V 2차 효과,MOSFET  I-V 2차 효과,MOSFET  I-V 2차 효과,MOSFET 스케일링,MOSFET 스케일링,바이폴라 트래지스터,바이폴라 트래지스터,바이폴라 트래지스터,바이폴라 트랜지스터 -2차효과,바이폴라 트랜지스터 -2차효과,기말고사를 위한 리뷰",ko,http://www.kocw.net/home/cview.do?cid=57aabd689676a051,반도체나노소자,정종완,,27,0,4.7,15,,http://www.kocw.net/home/common/contents/thumbnail/07/t1206007.jpg,unknown,on
,"강의를 소개한다,강의를 소개한다,강의를 소개한다,Elementary Materials Science를 배운다,Nanoscience and Nanotechnology를 배운다,Nanoscience and Nanotechnology를 배운다,Elementary Materials Science를 배운다,원자를 배운다,양자점 성장 및 양자 전도 특성을 배운다,Heat, Thermal Fluctuations, and Noise를 배운다,Crystalline Defects and Their Significance를 배운다,The Drude Model을 배운다,The Drude Model을 배운다,Temperature Dependence of Resistivity: Ideal Pure Metal을 배운다,Effective Resistance Mixtures를 배운다,Ionic Crystals and Glasses를 배운다,Ionic Crystals and Glasses를 배운다,Scanning Tunneling Microscopy를 배운다,Quantized Electron Energy를 배운다,Hydrogen Molecule을 배운다,Density of States in an Energy Band를 배운다,Electron Energy를 배운다,Drift Mobility를 배운다",ko,http://www.kocw.net/home/cview.do?cid=dd018ddc7fc4afb4,물리전자,김길호,,23,0,0,15,,http://www.kocw.net/home/common/contents/thumbnail/07/t1197520.jpg,unknown,on
,"1.1 최대 숫자 찾기 
1.2 임의의 숫자 찾기 
1.3 동전 거스름돈 
1.4 한붓그리기 
1.5 미로 찾기 
1.6 가짜 동전 찾기 
1.7 독이 든 술단지,2.1 알고리즘이란 
2.2 최초의 알고리즘 
2.3 알고리즘의 표현 방법 
2.4 알고리즘의 분류 
2.5 알고리즘의 효율성 표현 
2.6 복잡도의 점근적 표기 
2.7 왜 효율적인 알고리즘이 필요한가?,3.1 합병 정렬 
3.2 퀵 정렬 
3.3 선택 문제 
3.4 최근접 점의 쌍 찾기 
3.5 분할 정복을 적용하는 데 있어서 주의할 점,4.1 동전 거스름돈 
4.2 최소 신장 트리 
4.3 최단 경로 찾기 
4.4 부분 배낭 문제,4.5 집합 커버 문제 
4.6 작업 스케줄링 
4.7 허프만 압축,5.1 모든 쌍 최단 경로 
5.2 연속 행렬 곱셈 
5.3 편집 거리 문제 
5.4 배낭 문제 
5.5 동전 거스름돈,문제풀이,시험문제 풀이,7.1 문제 분류 
7.2 NP-완전 문제의 특성 
7.3 NP-완전 문제의 소개 
7.4 NP-완전 문제들의 활용,9.4 모의 담금질 기법,AVL and Red-Black Tree,유한상태기계의 구성, 유한상태 오토마타,8.1 여행자 문제 
8.2 정점 커버 문제 
8.3 통 채우기 문제",ko,http://www.kocw.net/home/cview.do?cid=a93cd6d51d698d77,알고리즘,김강일,,13,0,0,15,,http://www.kocw.net/home/common/contents/thumbnail/07/t1197229.jpg,unknown,on
,"컴퓨터네트워크 기본 개념 및 프로토콜 학습,프로세스와 스레드 기본 개념 학습,스레드의 생성과 시작,멀티스레드와 스레드간 동기화 기술 학습,자바 I/O 활용 기술 학습,바이트 단위 I/O 클래스 개념 학습,바이트 스트림 응용,문자 스트림,객체 스트림,소켓 개념,TCP 프로그래밍 개념 학습,TCP 프로그래밍 응용 학습,TCP 웹 프로그래밍 및 UDP 프로그래밍 학습,UDP 프로그래밍 학습,URL 클래스,멀티캐스트 방식,자바 성능 향상을 위한 NIO 개념 학습,NIO 버퍼 활용 기초 학습,NIO 버퍼 응용 기법",ko,http://www.kocw.net/home/cview.do?cid=db76c89bf4ed064d,네트워크프로그래밍,임민규,,19,0,0,15,,http://www.kocw.net/home/common/contents/thumbnail/07/t1197175.jpg,unknown,on
,"강의 구성과 평가방법 등을 설명하고 기술과 사회의 개념을 이해한다.,봉건시대 이전의 과학기술과 봉건시대 이후의 과학기술에 대한 사회적 판단을 학습한다.,항해술의 발달 상황을 시대별로 알아보고, 대항해시대와의 관계를 이해한다.,인쇄술이 과학기술의 발달에 끼친 영향에 대하여 알아본다.,과학기술의 발달에 직접적 영향을 끼치는 정치체계에 대하여 알아본다.,산업혁명의 시작인 면공업의 발달과정과 기계공업의 성장 과정을 이해한다.,산업화의 성공은 교통수단의 발달에 있음을 다양한 관점에서 알아본다.,발명왕 에디슨이 과학기술을 이용해 사업을 확장하여 사회에 끼친 영향을 알아본다.,국가의 부를 창출하는 4가지 요소에 대하여 알아본다,재산권이 과학기술의 성장에 끼치는 영향을 알아본다.,조선시대의 과학기술을 알아본다.,일본의 산업화 성공요인을 알아보고 시사점을 도출한다.",ko,http://www.kocw.net/home/cview.do?cid=bac69220631fe6f3,기술과 사회,문재태,,12,0,0,15,,http://www.kocw.net/home/common/contents/thumbnail/07/t1196239.jpg,unknown,on
,"1) 과목 구성, 배점
2) 알고리즘의 구성요소
3) 복잡도,정수론에 의한 알고리즘 설계,보안 및 암호 알고리즘,1) 분할정복에 의한 곱셈 
2) 이진탐색,1) 병합 정렬 
2) 중간값 찾기,1) 왜 그래프인가? 
2) 그래프의 표현 
3) Reachability 알고리즘,1) 깊이 우선 탐색 
2) Strongly Connected Component,1) 너비 우선 탐색 
2) 다익스트라 알고리즘,1) 벨만포드 알고리즘 
2) DAG,1) 최소 신장 트리 
2) 허프만 코드,1) Set Cover 
2) DAG에서의 최단거리 
3) Edit distance,1) knapsack
2) All-pairs shortest path,1) 리니어 프로그래밍 
2) Simplex 기법,1) P와 NP 
2) NP complete
3) NP hard",ko,http://www.kocw.net/home/cview.do?cid=2d91b5ef4d8dddcf,컴퓨터알고리즘 및 실습,김웅섭,,14,0,0,15,,http://www.kocw.net/home/common/contents/thumbnail/07/t1196222.jpg,unknown,on
,"1) 프로그래밍 기초 
2) C++ 제어의 흐름,1) 함수란? 
2) 영역규칙  
3) 오버로딩 
4) 참조에 의한 매개변수 전달,1) 배열 
2)구조체,1) 구조체란?
2) 클래스란?
3) 클래스 멤버함수
4) 생성자,1) 연산자 오버로딩 
2) 객체 오버로딩 
3) 프렌드 클래스,1) Cstring 
2) 스트링 라이브러리 
3) 문자 입출력,1) 포인터의 선언과 할당 
2) 메모리 관리
3) 동적변수와 지역변수 
4) 동적배열,1) 분리 컴파일 
2) 네임 스페이스 
3) 스트림 
4) 파일 입출력,1) 상속이란? 
2) 파생클래스 
3) 멤버함수 재정의와 오버로딩 
4) 복사생성자, 할당자 
5) 다중 상속,1) 다형성 및 가상함수 
2) 템플릿과 자료형 
3) 예외처리,Swift 배경 및 기초 설명",ko,http://www.kocw.net/home/cview.do?cid=ad6996d702c7107f,객체지향언어와 실습,김웅섭,,11,0,0,15,,http://www.kocw.net/home/common/contents/thumbnail/07/t1196209.jpg,unknown,on
